Well folks, looks like we have 539 reactions on our hands
+-------------------------------------------------+---------------+-----------------------------+--------------------+
|                   Reaction ID                   |   Reactant    |           Product           |    EGAT barrier    |
| IWYRWIUNAVNFPE_to_SJDXHQGUQDXLMK-UFHFLCQGNIYNRP | O=C[C@H]1CO1  | O=C1[C@H]2O[C@@H]12.[H][H]  |  89.0364761352539  |
|        MNQZXJOMYWMBOU_to_PHMDMSMEYYVXLZ         | O=C[C@H](O)CO |          O/C=C/OCO          | 74.90380096435547  |
|        MNQZXJOMYWMBOU_to_BDJBDLCUJNXGRX         | O=C[C@H](O)CO |        OCC1O[C@@H]1O        | 53.95311737060547  |
| MNQZXJOMYWMBOU_to_OKKJLVBELUTLKV-WVKOKNQPFFEMSR | O=C[C@H](O)CO |          CO.O=C=CO          |  74.733154296875   |
|        MNQZXJOMYWMBOU_to_RXKJFZQQPQGTFL         | O=C[C@H](O)CO |          O=C(CO)CO          |  65.9531478881836  |
| MNQZXJOMYWMBOU_to_LEQAOMBKQFMDFZ-OKKJLVBELUTLKV | O=C[C@H](O)CO |          CO.O=CC=O          |  93.5417709350586  |
|        MNQZXJOMYWMBOU_to_MQZTXKZTLDDYNK         | O=C[C@H](O)CO |           O=CCOCO           | 120.25089263916016 |
|        MNQZXJOMYWMBOU_to_XKRYVGDYTMIZST         | O=C[C@H](O)CO |        CO[C@H](O)C=O        | 126.48306274414062 |
| MNQZXJOMYWMBOU_to_WGCNASOHLSPBMP-WSFSSNUMVMOOMR | O=C[C@H](O)CO |          C=O.O=CCO          | 92.08123779296875  |
| MNQZXJOMYWMBOU_to_BDAGIHXWWSANSR-IMROMDMJAWUWLK | O=C[C@H](O)CO |          C=CO.O=CO          | 62.87654495239258  |
|        MNQZXJOMYWMBOU_to_RGNLCYKNGPYALI         | O=C[C@H](O)CO |          O=CCC(O)O          | 87.45618438720703  |
| MNQZXJOMYWMBOU_to_JMCRDEBJJPRTPV-WSFSSNUMVMOOMR | O=C[C@H](O)CO |         C=O.O/C=C\O         | 63.63349151611328  |
|        MNQZXJOMYWMBOU_to_UKQJDWBNQNAJHB         | O=C[C@H](O)CO |           O=COCCO           | 109.44049835205078 |
| MNQZXJOMYWMBOU_to_DOAMZWOPDPPKJS-WSFSSNUMVMOOMR | O=C[C@H](O)CO |       C=O.O[C@@H]1CO1       | 85.64842987060547  |
| MNQZXJOMYWMBOU_to_HGINCPLSRVDWNT-MHAJPDPJQMAIIY | O=C[C@H](O)CO |          C=CC=O.OO          | 113.69645690917969 |
| MNQZXJOMYWMBOU_to_GMSHJLUJOABYOM-XLYOFNOQVPJJNP | O=C[C@H](O)CO |         O.O=C/C=C/O         | 72.50096130371094  |
|        MNQZXJOMYWMBOU_to_LGAKZZVAQHLFSN         | O=C[C@H](O)CO |          OC/C=C/OO          | 90.49781036376953  |
| MNQZXJOMYWMBOU_to_MRPPZOFPHFPLIZ-XLYOFNOQVPJJNP | O=C[C@H](O)CO |          O.O=C=CCO          | 81.89434051513672  |
|        MNQZXJOMYWMBOU_to_ALRHLSYJTWAHJZ         | O=C[C@H](O)CO |          O=C(O)CCO          | 89.91378784179688  |
| MNQZXJOMYWMBOU_to_IWYRWIUNAVNFPE-XLYOFNOQVPJJNP | O=C[C@H](O)CO |       O.O=C[C@H]1CO1        | 67.60382080078125  |
|        MNQZXJOMYWMBOU_to_XSASRUDTFFBDDK         | O=C[C@H](O)CO |           O=CCCOO           | 114.84736633300781 |
| MNQZXJOMYWMBOU_to_QRFGDGZPNFSNCE-XLYOFNOQVPJJNP | O=C[C@H](O)CO |         C=C(O)C=O.O         | 61.39557647705078  |
|        MNQZXJOMYWMBOU_to_CNPMSUPIRHIVPC         | O=C[C@H](O)CO |         CC(O)(O)C=O         |  82.9000473022461  |
| MNQZXJOMYWMBOU_to_NGSULTPMGQCSHK-UFHFLCQGNIYNRP | O=C[C@H](O)CO |     O=C/C(O)=C/O.[H][H]     | 91.80838775634766  |
|        MNQZXJOMYWMBOU_to_YTXCQYABGWUXFL         | O=C[C@H](O)CO |         O/C=C(\O)CO         | 72.52809143066406  |
|        MNQZXJOMYWMBOU_to_WESGJWRMMBFBMN         | O=C[C@H](O)CO |         OCC1(O)CO1          | 61.571739196777344 |
| MNQZXJOMYWMBOU_to_IBEVALOAXGLDCB-UFHFLCQGNIYNRP | O=C[C@H](O)CO |      O=C=C(O)CO.[H][H]      |  79.0132064819336  |
| MNQZXJOMYWMBOU_to_JLPAWRLRMTZCSF-UFHFLCQGNIYNRP | O=C[C@H](O)CO |      O=CC(=O)CO.[H][H]      | 85.98432159423828  |
| MNQZXJOMYWMBOU_to_STLRUJMKYCNVOI-UFHFLCQGNIYNRP | O=C[C@H](O)CO |     O=CC1(O)CO1.[H][H]      | 83.57648468017578  |
|        MNQZXJOMYWMBOU_to_YKZHDJKJFXCGCU         | O=C[C@H](O)CO |        OOC1C[C@H]1O         | 120.24568176269531 |
|        MNQZXJOMYWMBOU_to_SUCKNXAQIMPMOC         | O=C[C@H](O)CO |        OC1OC[C@H]1O         | 72.95802307128906  |
| MNQZXJOMYWMBOU_to_FQAPTELXEUWBBK-XLYOFNOQVPJJNP | O=C[C@H](O)CO |       O.O=C1C[C@H]1O        | 98.07666778564453  |
|        MNQZXJOMYWMBOU_to_JVTAAEKCZFNVCJ         | O=C[C@H](O)CO |      C[C@@H](O)C(=O)O       |  96.0346908569336  |
|        MNQZXJOMYWMBOU_to_UTLVMFCPERHVKU         | O=C[C@H](O)CO |        C[C@H](C=O)OO        | 119.45499420166016 |
|        MNQZXJOMYWMBOU_to_KOXBHHOQWVRQSB         | O=C[C@H](O)CO |     OC1[C@H](O)[C@@H]1O     | 91.73682403564453  |
| MNQZXJOMYWMBOU_to_MIWMHFBMLWTINT-UFHFLCQGNIYNRP | O=C[C@H](O)CO | O=C1[C@@H](O)[C@H]1O.[H][H] | 98.57617950439453  |
| MNQZXJOMYWMBOU_to_UFHFLCQGNIYNRP-URQJYCMMYPTYSF | O=C[C@H](O)CO | O=C[C@@H]1O[C@@H]1O.[H][H]  | 76.80892944335938  |
| MNQZXJOMYWMBOU_to_NVXLIZQNSVLKPO-UFHFLCQGNIYNRP | O=C[C@H](O)CO |      O=CC(O)C=O.[H][H]      | 95.90559387207031  |
|        MNQZXJOMYWMBOU_to_BFPUSHWBRPMZFN         | O=C[C@H](O)CO |        OC[C@@H]1COO1        | 123.7997817993164  |
|        MNQZXJOMYWMBOU_to_TXHBRKKPPAECNB         | O=C[C@H](O)CO |          OC1COOC1           | 117.33576965332031 |
| MNQZXJOMYWMBOU_to_UFHFLCQGNIYNRP-UVFIISNPWKBTMO | O=C[C@H](O)CO |    O=C1O[C@@H]1CO.[H][H]    | 69.30065155029297  |
| MNQZXJOMYWMBOU_to_LGUPRTLHPKMGHK-UFHFLCQGNIYNRP | O=C[C@H](O)CO |    O=C1OC[C@H]1O.[H][H]     | 71.06073760986328  |
| MNQZXJOMYWMBOU_to_SEWVJHXWGVGQLV-UFHFLCQGNIYNRP | O=C[C@H](O)CO |    O=C[C@H]1COO1.[H][H]     | 148.6370849609375  |
| KYKDRUWGNWYQSD_to_CVTVRXGPXQVJAU-VGGSQFUCUMXWEO |   OC1CCOO1    |         C=C.OC1OO1          | 76.40563201904297  |
|        KYKDRUWGNWYQSD_to_OYKWJRCDWIZWPU         |   OC1CCOO1    |        C[C@@H]1OOC1O        | 100.7509536743164  |
|        KYKDRUWGNWYQSD_to_KQBGNBDMOJYJAO         |   OC1CCOO1    |           C=COOCO           | 82.93183898925781  |
| KYKDRUWGNWYQSD_to_BDAGIHXWWSANSR-IAYPIBMASNFSPL |   OC1CCOO1    |         C1CO1.O=CO          | 62.02570724487305  |
|        KYKDRUWGNWYQSD_to_VOZDABZCYIIVTM         |   OC1CCOO1    |          OC1OCCO1           | 53.74462127685547  |
|        KYKDRUWGNWYQSD_to_COYCHYMPNMUQTC         |   OC1CCOO1    |           CCOOC=O           | 72.12248229980469  |
|        KYKDRUWGNWYQSD_to_FQERLIOIVXPZKH         |   OC1CCOO1    |          C1COOCO1           | 114.9248275756836  |
|        KYKDRUWGNWYQSD_to_TXHBRKKPPAECNB         |   OC1CCOO1    |          OC1COOC1           |  80.6189193725586  |
| KYKDRUWGNWYQSD_to_ASQQEOXYFGEFKQ-IMROMDMJAWUWLK |   OC1CCOO1    |         C1OO1.C=CO          | 68.65007019042969  |
| KYKDRUWGNWYQSD_to_MYMOFIZGZYHOMD-YOXHCYXIAVIFCZ |   OC1CCOO1    |         O=O.OC1CC1          | 86.04353332519531  |
|        KYKDRUWGNWYQSD_to_YKZHDJKJFXCGCU         |   OC1CCOO1    |        OO[C@H]1CC1O         | 66.01859283447266  |
|        KYKDRUWGNWYQSD_to_DTXLZANOYCDGFH         |   OC1CCOO1    |          OCCC1OO1           | 59.44137191772461  |
|        KYKDRUWGNWYQSD_to_MFKZDADVASPENT         |   OC1CCOO1    |          O/C=C\COO          | 56.05065155029297  |
|        KYKDRUWGNWYQSD_to_BFPUSHWBRPMZFN         |   OC1CCOO1    |        OC[C@H]1COO1         | 94.61573028564453  |
|        KYKDRUWGNWYQSD_to_XSASRUDTFFBDDK         |   OC1CCOO1    |           O=CCCOO           | 40.997413635253906 |
|        KYKDRUWGNWYQSD_to_KQBSGRWMSNFIPG         |   OC1CCOO1    |          C1COOOC1           | 106.59390258789062 |
|        KYKDRUWGNWYQSD_to_UVXJOOHEDLXZGH         |   OC1CCOO1    |          OOOC1CC1           | 96.72930908203125  |
| KYKDRUWGNWYQSD_to_UCZMEHHAPUYKNJ-XLYOFNOQVPJJNP |   OC1CCOO1    |      C1C2OO[C@@H]12.O       | 86.45533752441406  |
| KYKDRUWGNWYQSD_to_XKTYXVDYIKIYJP-XLYOFNOQVPJJNP |   OC1CCOO1    |         C1=COOC1.O          | 71.02252960205078  |
|        KYKDRUWGNWYQSD_to_JQQGJTHDBODIPT         |   OC1CCOO1    |          OOC1CCO1           | 71.95056915283203  |
|        KYKDRUWGNWYQSD_to_GAUCYLKCTZPVLB         |   OC1CCOO1    |         CC1(O)COO1          | 102.92245483398438 |
|        KYKDRUWGNWYQSD_to_FNWLCNZUVROOFW         |   OC1CCOO1    |          C=C(O)OOC          | 80.77569580078125  |
|        KYKDRUWGNWYQSD_to_SHEQRTRCYNGEEJ         |   OC1CCOO1    |         OOC1(O)CC1          | 72.58770751953125  |
|        KYKDRUWGNWYQSD_to_WJFKCENNRPNHOE         |   OC1CCOO1    |         CCC1(O)OO1          | 60.99829864501953  |
| KYKDRUWGNWYQSD_to_SKFZIELIUAHGPK-UFHFLCQGNIYNRP |   OC1CCOO1    |   OC12C[C@@H]1OO2.[H][H]    | 106.8824234008789  |
| KYKDRUWGNWYQSD_to_GAJYHLUYMIZKMD-UFHFLCQGNIYNRP |   OC1CCOO1    |      OC1=CCOO1.[H][H]       | 91.40763092041016  |
|        KYKDRUWGNWYQSD_to_ALRHLSYJTWAHJZ         |   OC1CCOO1    |          O=C(O)CCO          | 50.00757598876953  |
|        KYKDRUWGNWYQSD_to_MOKACWHZOSFWEI         |   OC1CCOO1    |         OC1(O)CCO1          | 51.85911560058594  |
| KYKDRUWGNWYQSD_to_PHILMFQVUWCHOQ-UFHFLCQGNIYNRP |   OC1CCOO1    |      O=C1CCOO1.[H][H]       | 74.13933563232422  |
|        KYKDRUWGNWYQSD_to_TWGSXTJXQLNWNP         |   OC1CCOO1    |          OC1COCO1           | 58.58875274658203  |
| KYKDRUWGNWYQSD_to_DOAMZWOPDPPKJS-WSFSSNUMVMOOMR |   OC1CCOO1    |         C=O.OC1CO1          | 65.49258422851562  |
|        KYKDRUWGNWYQSD_to_IZHVFAKMAKGJLM         |   OC1CCOO1    |          CC1OCOO1           | 77.05120086669922  |
|        KYKDRUWGNWYQSD_to_CKTASNZTAVBJSB         |   OC1CCOO1    |          COOC1CO1           | 83.69508361816406  |
|        KYKDRUWGNWYQSD_to_CXMXXUXSRBBZSC         |   OC1CCOO1    |          C=CC(O)OO          | 57.61735916137695  |
|        KYKDRUWGNWYQSD_to_AQKWQHQQWFSEQR         |   OC1CCOO1    |          CCC1OOO1           | 85.36134338378906  |
| KYKDRUWGNWYQSD_to_FMGBGGSVWWXHHO-UFHFLCQGNIYNRP |   OC1CCOO1    |      OC1C=COO1.[H][H]       |   115.302734375    |
|        KYKDRUWGNWYQSD_to_LMZBGVBKISSTKO         |   OC1CCOO1    |       OC1C[C@H](O)O1        | 54.52072525024414  |
|        KYKDRUWGNWYQSD_to_RGNLCYKNGPYALI         |   OC1CCOO1    |          O=CCC(O)O          | 49.426475524902344 |
| KYKDRUWGNWYQSD_to_NGTHLWHNLJEPPD-UFHFLCQGNIYNRP |   OC1CCOO1    |   C1C2OO[C@@H]1O2.[H][H]    | 97.52692413330078  |
|        KYKDRUWGNWYQSD_to_BDJBDLCUJNXGRX         |   OC1CCOO1    |        OC[C@H]1OC1O         | 65.20940399169922  |
|        KYKDRUWGNWYQSD_to_YAFICCFLXARRNU         |   OC1CCOO1    |       OC(O)[C@H]1CO1        | 65.10345458984375  |
| KYKDRUWGNWYQSD_to_UFHFLCQGNIYNRP-YWCSBIRMAKNRIT |   OC1CCOO1    |    C1OOC2O[C@H]12.[H][H]    | 102.9384536743164  |
|        VEZXCJBBBCKRPI_to_ROADCYAOHVSOLQ         |   O=C1CCO1    |          O=C1COC1           | 107.52626037597656 |
| VEZXCJBBBCKRPI_to_CCGKOQOJPYTBIH-WSFSSNUMVMOOMR |   O=C1CCO1    |          C=C=O.C=O          | 50.61470031738281  |
|        VEZXCJBBBCKRPI_to_NOSDJZPNVXHUIA         |   O=C1CCO1    |          C1OC12CO2          | 98.05242919921875  |
|        VEZXCJBBBCKRPI_to_QBAPQBFAEQIXJU         |   O=C1CCO1    |          C=C1OCO1           | 47.53139877319336  |
| VEZXCJBBBCKRPI_to_CURLTUGMZLYLDI-VGGSQFUCUMXWEO |   O=C1CCO1    |          C=C.O=C=O          | 42.707908630371094 |
|        VEZXCJBBBCKRPI_to_NIXOWILDQLNWCW         |   O=C1CCO1    |          C=CC(=O)O          | 59.206424713134766 |
|        VEZXCJBBBCKRPI_to_YCHXNMPJFFEIJG         |   O=C1CCO1    |        C[C@H]1OC1=O         |  93.640380859375   |
|        VEZXCJBBBCKRPI_to_JXBWNXUPNLUECQ         |   O=C1CCO1    |          C1CC12OO2          | 111.4941177368164  |
|        VEZXCJBBBCKRPI_to_GFJVXXWOPWLRNU         |   O=C1CCO1    |           C=COC=O           | 79.35894775390625  |
| VEZXCJBBBCKRPI_to_ODEIUYRZRJLYGF-UFHFLCQGNIYNRP |   O=C1CCO1    |      O=C1C=CO1.[H][H]       | 130.4701385498047  |
|        VEZXCJBBBCKRPI_to_FQAPTELXEUWBBK         |   O=C1CCO1    |        O=C1C[C@@H]1O        | 113.36957550048828 |
|        VEZXCJBBBCKRPI_to_WSMYVTOQOOLQHP         |   O=C1CCO1    |           O=CCC=O           | 69.73076629638672  |
|        VEZXCJBBBCKRPI_to_YJRDYDHLJSMNHU         |   O=C1CCO1    |       OC12C[C@@H]1O2        | 82.28204345703125  |
|        VEZXCJBBBCKRPI_to_WEOAOPULSHXPNT         |   O=C1CCO1    |     C1[C@H]2O[C@@H]1O2      | 98.81295013427734  |
|        VEZXCJBBBCKRPI_to_MRPPZOFPHFPLIZ         |   O=C1CCO1    |           O=C=CCO           | 69.68914031982422  |
|        VEZXCJBBBCKRPI_to_IWYRWIUNAVNFPE         |   O=C1CCO1    |        O=C[C@H]1CO1         | 100.31822967529297 |
|        VEZXCJBBBCKRPI_to_OJCCLOSTDYMGOA         |   O=C1CCO1    |          OC1=CCO1           |  91.120361328125   |
|        VEZXCJBBBCKRPI_to_IUBDIJVSWDMJLO         |   O=C1CCO1    |      C1O[C@H]2O[C@H]12      |  91.4891357421875  |
|        ALRHLSYJTWAHJZ_to_RXKJFZQQPQGTFL         |   O=C(O)CCO   |          O=C(CO)CO          | 115.87569427490234 |
| ALRHLSYJTWAHJZ_to_CCGKOQOJPYTBIH-CKFGINPQOCXMAZ |   O=C(O)CCO   |          C=C=O.OCO          | 95.55343627929688  |
|        ALRHLSYJTWAHJZ_to_WESGJWRMMBFBMN         |   O=C(O)CCO   |         OCC1(O)CO1          | 100.36363220214844 |
|        ALRHLSYJTWAHJZ_to_UQAOJDMRTIQDHF         |   O=C(O)CCO   |          C=C(O)OCO          | 80.06462860107422  |
|        ALRHLSYJTWAHJZ_to_JYVNDCLJHKQUHE         |   O=C(O)CCO   |          CC(=O)OCO          | 95.42780303955078  |
| ALRHLSYJTWAHJZ_to_HZSIFDFXFAXICF-OKKJLVBELUTLKV |   O=C(O)CCO   |         CO.O=C1CO1          | 92.27986145019531  |
| ALRHLSYJTWAHJZ_to_QTBSBXVTEAMEQO-WSFSSNUMVMOOMR |   O=C(O)CCO   |         C=O.CC(=O)O         | 91.98690795898438  |
|        ALRHLSYJTWAHJZ_to_RMIODHQZRUFFFF         |   O=C(O)CCO   |          COCC(=O)O          | 147.81338500976562 |
| ALRHLSYJTWAHJZ_to_BVKZGUZCCUSVTD-VGGSQFUCUMXWEO |   O=C(O)CCO   |         C=C.O=C(O)O         |  72.8504867553711  |
| ALRHLSYJTWAHJZ_to_NIXOWILDQLNWCW-XLYOFNOQVPJJNP |   O=C(O)CCO   |         C=CC(=O)O.O         | 62.00386428833008  |
|        ALRHLSYJTWAHJZ_to_JVTAAEKCZFNVCJ         |   O=C(O)CCO   |      C[C@@H](O)C(=O)O       |  100.201416015625  |
| ALRHLSYJTWAHJZ_to_MHAJPDPJQMAIIY-VBBRYJMZLIYUJQ |   O=C(O)CCO   |         O=C1CC1.OO          | 140.7070770263672  |
|        ALRHLSYJTWAHJZ_to_SHEQRTRCYNGEEJ         |   O=C(O)CCO   |         OOC1(O)CC1          | 139.89752197265625 |
|        ALRHLSYJTWAHJZ_to_MOKACWHZOSFWEI         |   O=C(O)CCO   |         OC1(O)CCO1          | 91.49481964111328  |
| ALRHLSYJTWAHJZ_to_VEZXCJBBBCKRPI-XLYOFNOQVPJJNP |   O=C(O)CCO   |         O.O=C1CCO1          | 71.18096923828125  |
|        ALRHLSYJTWAHJZ_to_CZPZWMPYEINMCF         |   O=C(O)CCO   |          CCC(=O)OO          | 110.02071380615234 |
| ALRHLSYJTWAHJZ_to_BDAGIHXWWSANSR-IMROMDMJAWUWLK |   O=C(O)CCO   |          C=CO.O=CO          |  79.4869613647461  |
| ALRHLSYJTWAHJZ_to_UFHFLCQGNIYNRP-ZJKIBABOSPFBNO |   O=C(O)CCO   |     O=C(O)/C=C/O.[H][H]     | 120.70851135253906 |
| ALRHLSYJTWAHJZ_to_FQAPTELXEUWBBK-XLYOFNOQVPJJNP |   O=C(O)CCO   |       O.O=C1C[C@@H]1O       | 97.06828308105469  |
|        ALRHLSYJTWAHJZ_to_RGNLCYKNGPYALI         |   O=C(O)CCO   |          O=CCC(O)O          |  92.8585433959961  |
|        ALRHLSYJTWAHJZ_to_DPAUIBRBGMIMLP         |   O=C(O)CCO   |       O[C@H]1CC1(O)O        | 93.79167938232422  |
|        ALRHLSYJTWAHJZ_to_LMZBGVBKISSTKO         |   O=C(O)CCO   |     O[C@@H]1C[C@H](O)O1     | 101.83799743652344 |
| ALRHLSYJTWAHJZ_to_UFHFLCQGNIYNRP-VZNKYYYANZLXLS |   O=C(O)CCO   |   O=C1C[C@@H](O)O1.[H][H]   |  91.3683853149414  |
| ALRHLSYJTWAHJZ_to_OAKURXIZZOAYBC-UFHFLCQGNIYNRP |   O=C(O)CCO   |      O=CCC(=O)O.[H][H]      | 93.28644561767578  |
|        ALRHLSYJTWAHJZ_to_UKQJDWBNQNAJHB         |   O=C(O)CCO   |           O=COCCO           | 132.75074768066406 |
| ALRHLSYJTWAHJZ_to_CURLTUGMZLYLDI-LFQSCWFLJHTTHZ |   O=C(O)CCO   |          CCO.O=C=O          | 73.06993103027344  |
| ALRHLSYJTWAHJZ_to_BDAGIHXWWSANSR-IAYPIBMASNFSPL |   O=C(O)CCO   |         C1CO1.O=CO          | 101.2182846069336  |
|        ALRHLSYJTWAHJZ_to_CQDGTJPVBWZJAZ         |   O=C(O)CCO   |          CCOC(=O)O          |  84.3463363647461  |
| ALRHLSYJTWAHJZ_to_MRPPZOFPHFPLIZ-XLYOFNOQVPJJNP |   O=C(O)CCO   |          O.O=C=CCO          | 70.69891357421875  |
|        ALRHLSYJTWAHJZ_to_MNQZXJOMYWMBOU         |   O=C(O)CCO   |        O=C[C@H](O)CO        | 118.23983764648438 |
|        ALRHLSYJTWAHJZ_to_HJKODFBJSPEFPW         |   O=C(O)CCO   |          OCC=C(O)O          |  64.8833999633789  |
|        ALRHLSYJTWAHJZ_to_BDJBDLCUJNXGRX         |   O=C(O)CCO   |      OC[C@H]1O[C@@H]1O      | 96.42478942871094  |
| ALRHLSYJTWAHJZ_to_UFHFLCQGNIYNRP-UVFIISNPWKBTMO |   O=C(O)CCO   |    O=C1O[C@@H]1CO.[H][H]    |  97.8144302368164  |
| ALRHLSYJTWAHJZ_to_OTGHWLKHGCENJV-UFHFLCQGNIYNRP |   O=C(O)CCO   |   O=C(O)[C@H]1CO1.[H][H]    | 110.33104705810547 |
|        ALRHLSYJTWAHJZ_to_XSASRUDTFFBDDK         |   O=C(O)CCO   |           O=CCCOO           | 139.31886291503906 |
|        ALRHLSYJTWAHJZ_to_DTXLZANOYCDGFH         |   O=C(O)CCO   |          OCCC1OO1           |  128.663818359375  |
|        ALRHLSYJTWAHJZ_to_KYKDRUWGNWYQSD         |   O=C(O)CCO   |          OC1CCOO1           | 141.75277709960938 |
| ALRHLSYJTWAHJZ_to_PHILMFQVUWCHOQ-UFHFLCQGNIYNRP |   O=C(O)CCO   |      O=C1CCOO1.[H][H]       | 137.81065368652344 |
|        PHILMFQVUWCHOQ_to_GAYDGVKMRJRIBA         |   O=C1CCOO1   |          O=C1COOC1          | 98.36151123046875  |
| PHILMFQVUWCHOQ_to_ASQQEOXYFGEFKQ-CCGKOQOJPYTBIH |   O=C1CCOO1   |         C1OO1.C=C=O         |  78.6310043334961  |
|        PHILMFQVUWCHOQ_to_JCBNIAKDQWPVQI         |   O=C1CCOO1   |         C1OOC12CO2          | 98.70550537109375  |
|        PHILMFQVUWCHOQ_to_ZPISZKCVTVEGHS         |   O=C1CCOO1   |          C=C1OCOO1          | 66.72162628173828  |
|        PHILMFQVUWCHOQ_to_GZTMCZAOQTVOJK         |   O=C1CCOO1   |          O=C1COCO1          | 64.20800018310547  |
| PHILMFQVUWCHOQ_to_HZSIFDFXFAXICF-WSFSSNUMVMOOMR |   O=C1CCOO1   |         C=O.O=C1CO1         | 58.91796112060547  |
| PHILMFQVUWCHOQ_to_NPDDCAZCWJWIBW-VGGSQFUCUMXWEO |   O=C1CCOO1   |         C=C.O=C1OO1         |   63.77294921875   |
|        PHILMFQVUWCHOQ_to_AZIQALWHRUQPHV         |   O=C1CCOO1   |         C=CC(=O)OO          | 54.93614196777344  |
|        PHILMFQVUWCHOQ_to_ZKQWQNCFSDPOKV         |   O=C1CCOO1   |        C[C@H]1OOC1=O        | 93.91165161132812  |
| PHILMFQVUWCHOQ_to_MYMOFIZGZYHOMD-VBBRYJMZLIYUJQ |   O=C1CCOO1   |         O=C1CC1.O=O         | 84.16755676269531  |
|        PHILMFQVUWCHOQ_to_ZTQVDXSOKHXJPT         |   O=C1CCOO1   |         C1CC12OOO2          | 90.33094024658203  |
|        PHILMFQVUWCHOQ_to_ARCNIFKJKCNTNO         |   O=C1CCOO1   |        C1CC2(O1)OO2         |  69.1443862915039  |
|        PHILMFQVUWCHOQ_to_NCCRMMIIRYTOBF         |   O=C1CCOO1   |          C=COOC=O           | 82.81153106689453  |
|        PHILMFQVUWCHOQ_to_KLARBAOWTNKAMX         |   O=C1CCOO1   |       O=C1C[C@@H]1OO        |  68.7199935913086  |
|        PHILMFQVUWCHOQ_to_NUZFBZRITSUKTP         |   O=C1CCOO1   |          O=CCC1OO1          | 57.09332275390625  |
|        PHILMFQVUWCHOQ_to_SKFZIELIUAHGPK         |   O=C1CCOO1   |       OC12C[C@@H]1OO2       | 88.10570526123047  |
|        PHILMFQVUWCHOQ_to_NGTHLWHNLJEPPD         |   O=C1CCOO1   |     C1[C@@H]2OO[C@H]1O2     | 103.2197494506836  |
|        PHILMFQVUWCHOQ_to_VZNKYYYANZLXLS         |   O=C1CCOO1   |      O=C1C[C@@H](O)O1       | 59.85868453979492  |
|        PHILMFQVUWCHOQ_to_OAKURXIZZOAYBC         |   O=C1CCOO1   |         O=CCC(=O)O          | 52.07333755493164  |
|        PHILMFQVUWCHOQ_to_KMTRUDSVKNLOMY         |   O=C1CCOO1   |          O=C1OCCO1          |  55.2817497253418  |
| PHILMFQVUWCHOQ_to_CURLTUGMZLYLDI-IAYPIBMASNFSPL |   O=C1CCOO1   |         C1CO1.O=C=O         | 54.33152389526367  |
|        PHILMFQVUWCHOQ_to_NTKXXOVKNHRVFH         |   O=C1CCOO1   |          O=C=CCOO           | 72.86515808105469  |
|        PHILMFQVUWCHOQ_to_SEWVJHXWGVGQLV         |   O=C1CCOO1   |        O=C[C@H]1COO1        | 88.90949249267578  |
|        PHILMFQVUWCHOQ_to_GAJYHLUYMIZKMD         |   O=C1CCOO1   |          OC1=CCOO1          |  92.8847427368164  |
|        PHILMFQVUWCHOQ_to_YWCSBIRMAKNRIT         |   O=C1CCOO1   |     C1OO[C@H]2O[C@H]12      |  87.3444595336914  |
|        PHILMFQVUWCHOQ_to_UVFIISNPWKBTMO         |   O=C1CCOO1   |       O=C1O[C@@H]1CO        | 59.81601333618164  |
|        PHILMFQVUWCHOQ_to_OTGHWLKHGCENJV         |   O=C1CCOO1   |       O=C(O)[C@H]1CO1       | 64.44195556640625  |
+-------------------------------------------------+---------------+-----------------------------+--------------------+
